nama_lomba,bidang_utama,kategori,tema,jumlah_peserta,hadiah,start_date,deadline_date,penyelenggara
Business Case Medan 2024,Bisnis & Ekonomi,Marketing,Ekonomi Sirkular,1075,36000000,,2024-03-09,Bank Indonesia
Festival Tech Challenge Makassar,Tech & IT,AI/Machine Learning,Aplikasi Layanan Publik,2663,18000000,,2026-08-15,Google Developer Group
Sociopreneur Denpasar 2025,Sosial & Lingkungan,Pendidikan,Umum - Sosial & Lingkungan,2353,46000000,2025-08-21,2025-09-06,Penyelenggara Independen
National Relawan Challenge 2026,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,1921,26000000,,2026-03-25,Yayasan Ruangguru
venture challenge jakarta 2025   ,Bisnis & Ekonomi,Marketing,Ekonomi Sirkular,3227,29000000,,2025-12-02,Bursa Efek Indonesia
GELAR SOCIOPRENEUR BALIKPAPAN,Sosial & Lingkungan,Lingkungan Hidup,Energi Terbarukan,1921,19000000,,2025-04-29,kementerian sosial   
National CodeFest 2026,Tech & IT,Cyber Security,Umum - Tech & IT,608,25000000,,2025-04-29,tech community   
National Business Case 2026,Bisnis & Ekonomi,Business Plan,Ekonomi Sirkular,745,13000000,,2025-04-29,Kementerian Koperasi dan UKM
Festival Venture Challenge Bengkulu,Bisnis & Ekonomi,Marketing,Green Economy,3723,17000000,,2026-10-17,kementerian koperasi dan ukm   
Gelar Eco Summit Yogyakarta,Sosial & Lingkungan,Kemanusiaan,Pendidikan Daerah Terpelosok,1342,35000000,,2026-01-26,Yayasan Ruangguru
tech challenge balikpapan 2025   ,Tech & IT,UI/UX Design,Umum - Tech & IT,740,22000000,,2025-05-15,aws indonesia   
festival aksi baik samarinda   ,Sosial & Lingkungan,Lingkungan Hidup,Pengurangan Sampah Plastik,1261,28000000,,2026-10-30,KITABISA
National Startup Fest 2024,Bisnis & Ekonomi,Fintech,Keuangan Inklusif,2732,23000000,,2024-11-12,BANK INDONESIA
Kompetisi Sociopreneur Pekanbaru,Bisnis & Ekonomi,Kemanusiaan,Aksi Tanggap Bencana,2090,31000000,,2024-12-04,Penyelenggara Independen
NATIONAL PRENEUR OLYMPIAD 2024,Bisnis & Ekonomi,Pengembangan UMKM,Green Economy,54,34000000,,2024-05-15,Bursa Efek Indonesia
Datathon Batam 2025,Tech & IT,AI/Machine Learning,Blockchain for Good,367,33000000,,2025-10-28,AWS Indonesia
FESTIVAL PRENEUR OLYMPIAD DENPASAR,Bisnis & Ekonomi,Kewirausahaan,Digitalisasi UMKM,2146,47000000,,2024-05-07,Kementerian Koperasi dan UKM
Gelar Medical Hackathon Manado,Kesehatan,Gizi dan Nutrisi,Inovasi Alat Medis,3310,41000000,,2026-08-31,kementerian kesehatan ri   
NATIONAL RELAWAN CHALLENGE 2025,Sosial & Lingkungan,Umum - Sosial & Lingkungan,Pendidikan Daerah Terpelosok,1947,9000000,,2025-09-18,Yayasan Ruangguru
STARTUP FEST JAKARTA 2025,Bisnis & Ekonomi,Kewirausahaan,Ekonomi Sirkular,1551,32000000,,2025-06-25,Kementerian Koperasi dan UKM
Ideathon Manado 2024,Tech & IT,Umum - Tech & IT,Aplikasi Layanan Publik,2587,37000000,,2024-07-06,pt telkom indonesia   
Festival Preneur Olympiad Semarang,Bisnis & Ekonomi,Marketing,Strategi Pemasaran Gen Z,2790,29000000,,2024-09-25,Bursa Efek Indonesia
Tech Challenge Makassar 2026,Tech & IT,AI/Machine Learning,Smart City,977,18000000,,2026-07-02,pt telkom indonesia   
HACKATHON MALANG 2025,Tech & IT,AI/Machine Learning,Umum - Tech & IT,2553,29000000,,2025-09-03,kementerian kominfo   
National CodeFest 2026,Tech & IT,UI/UX Design,Umum - Tech & IT,1697,35000000,2026-04-18,2025-09-03,google developer group   
National Startup Fest 2026,Bisnis & Ekonomi,Kewirausahaan,Strategi Pemasaran Gen Z,2303,35000000,,2026-06-01,BCA
NATIONAL IDEATHON 2025,Tech & IT,UI/UX Design,Umum - Tech & IT,-1250,28000000,,2025-04-03,tech community   
National Aksi Sehat 2026,Kesehatan,Gizi dan Nutrisi,Umum - Kesehatan,1804,49000000,,2026-04-09,WHO INDONESIA
TECH CHALLENGE BENGKULU 2025,Tech & IT,UI/UX Design,Smart City,3672,10000000,,2025-08-20,Google Developer Group
FESTIVAL ECO SUMMIT YOGYAKARTA,Sosial & Lingkungan,Pendidikan,Pengurangan Sampah Plastik,-3886,15000000,,2025-08-25,WWF Indonesia
Eco Summit Semarang 2026,Sosial & Lingkungan,Pemberdayaan Masyarakat,Aksi Tanggap Bencana,3119,21000000,,2026-12-10,Kitabisa
Sociopreneur Pekanbaru 2026,Sosial & Lingkungan,Pendidikan,Pendidikan Daerah Terpelosok,1921,14000000,,2026-06-22,YAYASAN RUANGGURU
Kompetisi Aksi Baik Manado,Sosial & Lingkungan,Kemanusiaan,Pengurangan Sampah Plastik,-2979,9000000,,2025-04-20,unicef indonesia   
National CodeFest 2025,Tech & IT,Cyber Security,Umum - Tech & IT,131,41000000,,2025-12-16,AWS INDONESIA
kompetisi datathon denpasar   ,Tech & IT,UI/UX Design,Blockchain for Good,1318,29000000,,2025-12-16,aws indonesia   
National Sociopreneur 2025,Bisnis & Ekonomi,Kemanusiaan,Aksi Tanggap Bencana,2269,35000000,,2025-09-30,Kementerian Sosial
Relawan Challenge Semarang 2026,Sosial & Lingkungan,Kemanusiaan,Pendidikan Daerah Terpelosok,1695,29000000,,2027-01-08,kementerian sosial   
Gelar Tech Challenge Medan,Kesehatan,Data Science,Blockchain for Good,83,33000000,,2025-05-22,Kementerian Kominfo
National DevFest 2026,Tech & IT,Cyber Security,Aplikasi Layanan Publik,3205,29000000,,2026-06-15,AWS Indonesia
aksi baik denpasar 2024   ,Sosial & Lingkungan,Umum - Sosial & Lingkungan,Aksi Tanggap Bencana,1936,35000000,,2024-06-27,Penyelenggara Independen
Festival Eco Summit Padang,Sosial & Lingkungan,Pendidikan,Pengurangan Sampah Plastik,1921,21000000,,2025-08-11,Penyelenggara Independen
Datathon Semarang 2025,Tech & IT,Data Science,Smart City,309,48000000,,2025-11-30,PT Telkom Indonesia
Aksi Sehat Balikpapan 2026,Kesehatan,Kesehatan Mental,Pencegahan Stunting,3664,8000000,2026-01-30,2026-04-04,YAYASAN PEDULI SEHAT
Gelar Preneur Olympiad Malang,Bisnis & Ekonomi,Umum - Bisnis & Ekonomi,Digitalisasi UMKM,492,7000000,,2024-03-26,KEMENTERIAN KOPERASI DAN UKM
National Startup Fest 2026,Bisnis & Ekonomi,Fintech,Green Economy,2090,9000000,,2026-05-17,Inkubator Bisnis Univ
AKSI BAIK MALANG 2024,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,1921,29000000,2024-09-11,2024-12-04,Kitabisa
FESTIVAL PRENEUR OLYMPIAD MAKASSAR,Bisnis & Ekonomi,Marketing,Green Economy,2011,25000000,,2024-08-27,Inkubator Bisnis Univ
National Hackathon 2026,Tech & IT,AI/Machine Learning,Generative AI,954,12000000,,2026-02-09,Tech Community
National Aksi Sehat 2026,Kesehatan,Gizi dan Nutrisi,Telemedicine Inklusif,112,29000000,,2026-04-22,who indonesia   
Gagasan Medis Medan 2025,Kesehatan,Kesehatan Mental,Umum - Kesehatan,427,26000000,,2025-06-25,Yayasan Peduli Sehat
National Aksi Baik 2024,Sosial & Lingkungan,Umum - Sosial & Lingkungan,Pengurangan Sampah Plastik,1921,31000000,,2024-10-22,Kementerian Sosial
National CodeFest 2026,Tech & IT,Software Development,Aplikasi Layanan Publik,-409,50000000,,2026-09-03,Kementerian Kominfo
FESTIVAL PITCHING SUMMIT YOGYAKARTA,Bisnis & Ekonomi,Marketing,Keuangan Inklusif,2192,34000000,,2026-05-11,BCA
PITCHING SUMMIT BENGKULU 2026,Bisnis & Ekonomi,Business Plan,Strategi Pemasaran Gen Z,1003,33000000,,2026-05-11,Bank Indonesia
Gelar Pitching Summit Surabaya,Bisnis & Ekonomi,Kewirausahaan,Green Economy,1355,5000000,,2026-05-11,BCA
Gagasan Medis Surabaya 2024,Kesehatan,Teknologi Medis,Umum - Kesehatan,396,35000000,,2024-07-02,Yayasan Peduli Sehat
Eco Summit Denpasar 2026,Sosial & Lingkungan,Lingkungan Hidup,Pendidikan Daerah Terpelosok,1921,32000000,,2026-10-13,KEMENTERIAN SOSIAL
Pitching Summit Pontianak 2025,Bisnis & Ekonomi,Pengembangan UMKM,Green Economy,2090,10000000,,2025-10-06,BURSA EFEK INDONESIA
Gelar Pitching Summit Malang,Lainnya,Umum - Lainnya,Keuangan Inklusif,1220,15000000,,2025-09-30,BCA
Kompetisi Tech Challenge Malang,Tech & IT,Cyber Security,Generative AI,-1799,42000000,,2025-08-27,AWS Indonesia
impact fest malang 2026   ,Sosial & Lingkungan,Pendidikan,Energi Terbarukan,631,18000000,,2025-08-27,Yayasan Ruangguru
Gelar Startup Fest Denpasar,Bisnis & Ekonomi,Pengembangan UMKM,Digitalisasi UMKM,3847,7000000,,2024-09-13,Bursa Efek Indonesia
Gagasan Medis Pontianak 2025,Kesehatan,Teknologi Medis,Telemedicine Inklusif,3028,46000000,,2025-03-29,Yayasan Peduli Sehat
National Aksi Sehat 2026,Kesehatan,Gizi dan Nutrisi,Telemedicine Inklusif,112,8000000,,2026-04-22,WHO INDONESIA
Gagasan Medis Medan 2024,Kesehatan,Teknologi Medis,Inovasi Alat Medis,1804,50000000,,2024-07-13,Ikatan Dokter Indonesia
national sociopreneur 2026   ,Bisnis & Ekonomi,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,2090,27000000,2026-08-14,2026-09-02,WWF Indonesia
Kompetisi Pitching Summit Pekanbaru,Bisnis & Ekonomi,Fintech,Green Economy,2302,42000000,,2024-11-06,Penyelenggara Independen
Kompetisi Startup Fest Samarinda,Bisnis & Ekonomi,Kewirausahaan,Keuangan Inklusif,772,29000000,,2024-08-29,BCA
NATIONAL RELAWAN CHALLENGE 2026,Sosial & Lingkungan,Umum - Sosial & Lingkungan,Aksi Tanggap Bencana,370,21000000,,2026-08-07,Penyelenggara Independen
National Med Inno 2026,Kesehatan,Kesehatan Mental,Pencegahan Stunting,2250,24000000,,2026-05-03,Ikatan Dokter Indonesia
NATIONAL BUSINESS CASE 2026,Lainnya,Pengembangan UMKM,Ekonomi Sirkular,3616,22000000,,2026-10-10,KEMENTERIAN KOPERASI DAN UKM
Kompetisi Preneur Olympiad Padang,Bisnis & Ekonomi,Marketing,Keuangan Inklusif,3790,46000000,,2025-07-25,Bursa Efek Indonesia
Aksi Baik Batam 2025,Sosial & Lingkungan,Pemberdayaan Masyarakat,Umum - Sosial & Lingkungan,1921,21000000,,2025-06-06,UNICEF Indonesia
Venture Challenge Pontianak 2026,Bisnis & Ekonomi,Kewirausahaan,Ekonomi Sirkular,2594,38000000,,2026-07-04,Kementerian Koperasi dan UKM
kompetisi pitching summit manado   ,Bisnis & Ekonomi,Pengembangan UMKM,Umum - Bisnis & Ekonomi,2090,46000000,,2025-01-06,BCA
KOMPETISI DATATHON PEKANBARU,Tech & IT,Cyber Security,Data Privacy,2511,29000000,,2024-08-01,Google Developer Group
gelar eco summit makassar   ,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pendidikan Daerah Terpelosok,446,33000000,,2024-04-04,WWF Indonesia
Festival Med Inno Balikpapan,Kesehatan,Teknologi Medis,Inovasi Alat Medis,1804,10000000,,2026-11-06,Kementerian Kesehatan RI
National Eco Summit 2026,Sosial & Lingkungan,Pendidikan,Aksi Tanggap Bencana,1669,29000000,,2026-04-21,Kitabisa
gelar ideathon semarang   ,Tech & IT,Software Development,Smart City,1626,23000000,,2025-11-01,Penyelenggara Independen
National Business Case 2025,Bisnis & Ekonomi,Umum - Bisnis & Ekonomi,Umum - Bisnis & Ekonomi,3567,29000000,,2025-11-27,Kementerian Koperasi dan UKM
Gelar Startup Fest Manado,Bisnis & Ekonomi,Fintech,Keuangan Inklusif,2090,48000000,,2026-05-22,Bursa Efek Indonesia
Festival Eco Summit Makassar,Sosial & Lingkungan,Pendidikan,Energi Terbarukan,1921,23000000,,2024-06-21,WWF Indonesia
National Tech Challenge 2025,Tech & IT,Software Development,Smart City,1626,6000000,,2025-03-13,tech community   
Impact Fest Bali 2026,Sosial & Lingkungan,Lingkungan Hidup,Umum - Sosial & Lingkungan,-2185,13000000,,2025-03-13,WWF Indonesia
Gelar Med Inno Pekanbaru,Kesehatan,Umum - Kesehatan,Awareness Kesehatan Mental,1341,45000000,,2025-07-26,Kementerian Kesehatan RI
IMPACT FEST MANADO 2026,Sosial & Lingkungan,Pemberdayaan Masyarakat,Energi Terbarukan,1921,42000000,,2026-05-15,Yayasan Ruangguru
NATIONAL GAGASAN MEDIS 2025,Kesehatan,Kesehatan Masyarakat,Inovasi Alat Medis,2403,5000000,,2025-02-23,Penyelenggara Independen
Medical Hackathon Padang 2024,Kesehatan,Gizi dan Nutrisi,Inovasi Alat Medis,3959,12000000,2024-05-29,2024-06-19,Yayasan Peduli Sehat
National Gagasan Medis 2026,Kesehatan,Gizi dan Nutrisi,Telemedicine Inklusif,1804,41000000,,2026-08-27,Kementerian Kesehatan RI
Impact Fest Bandung 2026,Sosial & Lingkungan,Kemanusiaan,Aksi Tanggap Bencana,1405,26000000,,2026-04-08,Yayasan Ruangguru
Festival CodeFest Samarinda,Tech & IT,Software Development,Data Privacy,-1735,42000000,,2024-02-29,Tech Community
Venture Challenge Bandung 2025,Bisnis & Ekonomi,Fintech,Strategi Pemasaran Gen Z,2090,7000000,,2025-02-22,Kementerian Koperasi dan UKM
Kompetisi Datathon Denpasar,Tech & IT,UI/UX Design,Blockchain for Good,1318,45000000,,2024-05-09,aws indonesia   
National Sociopreneur 2024,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pendidikan Daerah Terpelosok,3194,33000000,,2024-06-03,Yayasan Ruangguru
VENTURE CHALLENGE PEKANBARU 2025,Bisnis & Ekonomi,Fintech,Keuangan Inklusif,2090,34000000,,2025-06-26,kementerian koperasi dan ukm   
MEDICAL HACKATHON DENPASAR 2025,Kesehatan,Teknologi Medis,Awareness Kesehatan Mental,1417,13000000,,2025-06-07,Yayasan Peduli Sehat
National Venture Challenge 2026,Bisnis & Ekonomi,Fintech,Keuangan Inklusif,3910,34000000,,2026-05-19,BCA
Kompetisi Pitching Summit Samarinda,Bisnis & Ekonomi,Business Plan,Strategi Pemasaran Gen Z,2090,10000000,,2025-07-29,BCA
national codefest 2025   ,Tech & IT,AI/Machine Learning,Data Privacy,3551,47000000,,2025-09-19,pt telkom indonesia   
Kompetisi Venture Challenge Makassar,Bisnis & Ekonomi,Marketing,Strategi Pemasaran Gen Z,2090,50000000,,2026-06-10,BCA
National Eco Summit 2026,Sosial & Lingkungan,Pemberdayaan Masyarakat,Umum - Sosial & Lingkungan,3641,7000000,,2026-05-29,Kementerian Sosial
Business Case Batam 2026,Bisnis & Ekonomi,Fintech,Strategi Pemasaran Gen Z,2090,32000000,,2026-04-11,Bank Indonesia
Kompetisi Startup Fest Denpasar,Bisnis & Ekonomi,Pengembangan UMKM,Ekonomi Sirkular,2421,10000000,,2026-04-11,Bursa Efek Indonesia
Festival Aksi Baik Denpasar,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,1168,29000000,,2026-08-24,UNICEF Indonesia
DevFest Bali 2026,Tech & IT,Cyber Security,Aplikasi Layanan Publik,1626,30000000,,2026-08-24,kementerian kominfo   
Gagasan Medis Denpasar 2026,Kesehatan,Teknologi Medis,Telemedicine Inklusif,3830,24000000,,2027-01-15,Kementerian Kesehatan RI
Impact Fest Surabaya 2024,Sosial & Lingkungan,Kemanusiaan,Aksi Tanggap Bencana,3032,33000000,,2024-05-22,Penyelenggara Independen
Kompetisi DevFest Semarang,Tech & IT,AI/Machine Learning,Generative AI,1440,9000000,,2026-05-15,Tech Community
Kompetisi DevFest Padang,Tech & IT,Data Science,Blockchain for Good,2880,29000000,,2025-03-06,kementerian kominfo   
NATIONAL CODEFEST 2026,Tech & IT,AI/Machine Learning,Umum - Tech & IT,699,45000000,,2025-03-06,Penyelenggara Independen
National Startup Fest 2026,Bisnis & Ekonomi,Pengembangan UMKM,Strategi Pemasaran Gen Z,3067,17000000,,2026-07-30,Bank Indonesia
National Aksi Baik 2024,Sosial & Lingkungan,Lingkungan Hidup,Pengurangan Sampah Plastik,-1125,35000000,,2024-06-21,WWF Indonesia
Venture Challenge Samarinda 2025,Bisnis & Ekonomi,Pengembangan UMKM,Green Economy,3375,7000000,,2024-06-21,Kementerian Koperasi dan UKM
gelar gagasan medis balikpapan   ,Kesehatan,Teknologi Medis,Umum - Kesehatan,3837,7000000,,2026-04-24,Kementerian Kesehatan RI
eco summit samarinda 2025   ,Sosial & Lingkungan,Pendidikan,Pengurangan Sampah Plastik,809,19000000,2025-06-13,2025-08-25,WWF Indonesia
Aksi Baik Balikpapan 2025,Sosial & Lingkungan,Pendidikan,Aksi Tanggap Bencana,2644,29000000,,2025-07-18,kitabisa   
Gelar Aksi Baik Manado,Sosial & Lingkungan,Pemberdayaan Masyarakat,Aksi Tanggap Bencana,2107,34000000,,2025-07-18,WWF INDONESIA
Eco Summit Palembang 2024,Sosial & Lingkungan,Kemanusiaan,Pendidikan Daerah Terpelosok,-2431,45000000,,2024-03-13,Kementerian Sosial
National Medical Hackathon 2026,Kesehatan,Kesehatan Mental,Telemedicine Inklusif,3792,50000000,,2024-03-13,Kementerian Kesehatan RI
National Business Case 2025,Bisnis & Ekonomi,Kewirausahaan,Ekonomi Sirkular,1417,29000000,,2024-03-13,Bursa Efek Indonesia
Kompetisi Business Case Palembang,Bisnis & Ekonomi,Business Plan,Keuangan Inklusif,3162,11000000,,2025-05-15,Inkubator Bisnis Univ
Kompetisi Pitching Summit Palembang,Bisnis & Ekonomi,Pengembangan UMKM,Strategi Pemasaran Gen Z,3914,29000000,,2026-07-17,Kementerian Koperasi dan UKM
Kompetisi Health Challenge Pontianak,Kesehatan,Gizi dan Nutrisi,Inovasi Alat Medis,453,43000000,,2026-07-17,Yayasan Peduli Sehat
National Preneur Olympiad 2024,Bisnis & Ekonomi,Pengembangan UMKM,Digitalisasi UMKM,3241,42000000,2024-10-14,2024-11-30,Penyelenggara Independen
Preneur Olympiad Palembang 2026,Bisnis & Ekonomi,Fintech,Umum - Bisnis & Ekonomi,-390,14000000,,2026-08-20,BANK INDONESIA
Startup Fest Balikpapan 2024,Bisnis & Ekonomi,Pengembangan UMKM,Keuangan Inklusif,3786,8000000,,2024-09-04,Inkubator Bisnis Univ
National Datathon 2025,Tech & IT,UI/UX Design,Smart City,1626,13000000,,2025-04-08,PT Telkom Indonesia
NATIONAL VENTURE CHALLENGE 2024,Bisnis & Ekonomi,Umum - Bisnis & Ekonomi,Digitalisasi UMKM,1696,41000000,,2024-03-24,Bank Indonesia
GAGASAN MEDIS YOGYAKARTA 2024,Kesehatan,Gizi dan Nutrisi,Awareness Kesehatan Mental,2422,27000000,,2024-05-08,who indonesia   
National Sociopreneur 2025,Sosial & Lingkungan,Lingkungan Hidup,Pengurangan Sampah Plastik,1080,34000000,2025-08-05,2025-10-06,KITABISA
National Medical Hackathon 2024,Kesehatan,Umum - Kesehatan,Awareness Kesehatan Mental,2336,45000000,,2024-04-14,WHO INDONESIA
PITCHING SUMMIT MALANG 2026,Bisnis & Ekonomi,Pengembangan UMKM,Strategi Pemasaran Gen Z,1977,41000000,,2027-01-20,Inkubator Bisnis Univ
Gagasan Medis Bali 2025,Kesehatan,Umum - Kesehatan,Pencegahan Stunting,3540,36000000,,2025-09-25,Yayasan Peduli Sehat
National CodeFest 2026,Tech & IT,Software Development,Aplikasi Layanan Publik,1534,29000000,,2026-12-01,AWS Indonesia
NATIONAL TECH CHALLENGE 2024,Tech & IT,UI/UX Design,Data Privacy,344,39000000,,2024-06-11,kementerian kominfo   
HACKATHON JAKARTA 2025,Tech & IT,Cyber Security,Umum - Tech & IT,3133,19000000,,2025-07-01,Tech Community
NATIONAL RELAWAN CHALLENGE 2026,Sosial & Lingkungan,Pemberdayaan Masyarakat,Umum - Sosial & Lingkungan,3455,48000000,,2026-09-03,Kitabisa
GELAR BUSINESS CASE BATAM,Bisnis & Ekonomi,Pengembangan UMKM,Ekonomi Sirkular,491,40000000,,2025-11-09,Bank Indonesia
Pitching Summit Manado 2026,Bisnis & Ekonomi,Umum - Bisnis & Ekonomi,Strategi Pemasaran Gen Z,2383,24000000,,2027-01-14,Bank Indonesia
Preneur Olympiad Nasional 2026,Bisnis & Ekonomi,Business Plan,Keuangan Inklusif,2090,26000000,,2026-07-02,Kementerian Koperasi dan UKM
National DevFest 2024,Tech & IT,Cyber Security,Smart City,3672,35000000,,2024-05-12,aws indonesia   
National Impact Fest 2024,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,1370,29000000,,2024-03-03,WWF Indonesia
National Ideathon 2024,Tech & IT,AI/Machine Learning,Umum - Tech & IT,416,18000000,,2024-03-13,tech community   
FESTIVAL ECO SUMMIT PADANG,Sosial & Lingkungan,Pemberdayaan Masyarakat,Aksi Tanggap Bencana,1921,43000000,2025-06-15,2024-03-13,yayasan ruangguru   
National Tech Challenge 2024,Tech & IT,UI/UX Design,Generative AI,1594,45000000,,2024-04-05,Penyelenggara Independen
Datathon Surabaya 2026,Tech & IT,AI/Machine Learning,Umum - Tech & IT,1622,45000000,2026-08-04,2024-04-05,Tech Community
national impact fest 2024   ,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,2953,8000000,,2024-03-17,Kitabisa
Festival Med Inno Pekanbaru,Kesehatan,Gizi dan Nutrisi,Pencegahan Stunting,-3932,50000000,,2024-10-26,Yayasan Peduli Sehat
National Relawan Challenge 2024,Sosial & Lingkungan,Pemberdayaan Masyarakat,Energi Terbarukan,3218,24000000,,2024-08-05,Kitabisa
National Aksi Baik 2024,Sosial & Lingkungan,Lingkungan Hidup,Aksi Tanggap Bencana,289,41000000,,2024-04-19,KITABISA
GELAR MEDICAL HACKATHON PADANG,Kesehatan,Kesehatan Masyarakat,Inovasi Alat Medis,245,40000000,,2024-04-19,Yayasan Peduli Sehat
National Medical Hackathon 2024,Kesehatan,Gizi dan Nutrisi,Telemedicine Inklusif,52,21000000,,2024-07-21,Kementerian Kesehatan RI
Gelar CodeFest Nasional,Tech & IT,Umum - Tech & IT,Generative AI,1626,15000000,,2024-07-08,Google Developer Group
kompetisi devfest bandung   ,Tech & IT,Umum - Tech & IT,Smart City,1207,22000000,,2025-09-29,google developer group   
festival med inno malang   ,Kesehatan,Kesehatan Mental,Umum - Kesehatan,2037,23000000,,2024-03-28,Kementerian Kesehatan RI
Kompetisi CodeFest Palembang,Tech & IT,Umum - Tech & IT,Smart City,807,26000000,,2024-04-25,Tech Community
NATIONAL TECH CHALLENGE 2026,Tech & IT,UI/UX Design,Aplikasi Layanan Publik,2702,34000000,,2026-07-16,PT Telkom Indonesia
Kompetisi Med Inno Nasional,Kesehatan,Kesehatan Mental,Awareness Kesehatan Mental,3464,20000000,,2024-04-10,Kementerian Kesehatan RI
National Medical Hackathon 2024,Kesehatan,Teknologi Medis,Telemedicine Inklusif,1837,19000000,,2024-04-10,WHO Indonesia
Impact Fest Surabaya 2024,Sosial & Lingkungan,Kemanusiaan,Energi Terbarukan,1955,10000000,,2024-10-06,Kitabisa
national health challenge 2025   ,Kesehatan,Kesehatan Mental,Telemedicine Inklusif,3932,26000000,,2025-05-19,Yayasan Peduli Sehat
National Gagasan Medis 2026,Kesehatan,Kesehatan Masyarakat,Pencegahan Stunting,972,9000000,,2026-11-14,KEMENTERIAN KESEHATAN RI
national medical hackathon 2024   ,Kesehatan,Umum - Kesehatan,Awareness Kesehatan Mental,611,39000000,,2026-11-14,Yayasan Peduli Sehat
Sociopreneur Padang 2024,Sosial & Lingkungan,Pemberdayaan Masyarakat,Aksi Tanggap Bencana,1942,32000000,,2024-05-27,yayasan ruangguru   
Impact Fest Denpasar 2026,Sosial & Lingkungan,Kemanusiaan,Pendidikan Daerah Terpelosok,463,28000000,,2026-02-03,UNICEF Indonesia
Venture Challenge Balikpapan 2025,Bisnis & Ekonomi,Pengembangan UMKM,Ekonomi Sirkular,2090,20000000,,2025-03-22,Kementerian Koperasi dan UKM
National Aksi Sehat 2024,Kesehatan,Gizi dan Nutrisi,Telemedicine Inklusif,1503,36000000,,2024-12-23,Ikatan Dokter Indonesia
ECO SUMMIT MANADO 2026,Sosial & Lingkungan,Pendidikan,Energi Terbarukan,-2842,5000000,,2026-04-30,Yayasan Ruangguru
National Pitching Summit 2024,Bisnis & Ekonomi,Marketing,Strategi Pemasaran Gen Z,255,19000000,,2024-10-31,BCA
Aksi Baik Bali 2025,Sosial & Lingkungan,Lingkungan Hidup,Pengurangan Sampah Plastik,1921,37000000,,2025-08-02,WWF Indonesia
Festival Startup Fest Surabaya,Bisnis & Ekonomi,Pengembangan UMKM,Ekonomi Sirkular,3801,7000000,,2025-07-18,Bank Indonesia
Startup Fest Bali 2026,Bisnis & Ekonomi,Pengembangan UMKM,Ekonomi Sirkular,2066,29000000,,2026-04-02,Bank Indonesia
Kompetisi Preneur Olympiad Bandung,Bisnis & Ekonomi,Kewirausahaan,Digitalisasi UMKM,343,29000000,,2026-06-04,Kementerian Koperasi dan UKM
National Sociopreneur 2025,Sosial & Lingkungan,Pendidikan,Energi Terbarukan,2804,13000000,,2025-08-03,Kementerian Sosial
Kompetisi Aksi Baik Nasional,Sosial & Lingkungan,Pemberdayaan Masyarakat,Pengurangan Sampah Plastik,1921,6000000,,2026-09-13,Penyelenggara Independen
Datathon Denpasar 2025,Tech & IT,Umum - Tech & IT,Aplikasi Layanan Publik,1247,29000000,,2025-03-14,Tech Community
Festival DevFest Balikpapan,Tech & IT,Cyber Security,Blockchain for Good,172,14000000,2026-04-17,2026-07-05,Tech Community
National Aksi Sehat 2024,Kesehatan,Kesehatan Mental,Pencegahan Stunting,1305,50000000,,2024-08-11,Yayasan Peduli Sehat
Festival Eco Summit Nasional,Sosial & Lingkungan,Kemanusiaan,Aksi Tanggap Bencana,1277,29000000,,2024-06-09,Kitabisa
Kompetisi Business Case Pekanbaru,Bisnis & Ekonomi,Kewirausahaan,Umum - Bisnis & Ekonomi,-2181,27000000,,2026-07-10,Kementerian Koperasi dan UKM
national sociopreneur 2025   ,Bisnis & Ekonomi,Pendidikan,Aksi Tanggap Bencana,3557,20000000,,2025-10-26,Kitabisa
FESTIVAL HACKATHON MALANG,Tech & IT,UI/UX Design,Blockchain for Good,2017,29000000,,2026-08-27,AWS Indonesia
National Ideathon 2024,Tech & IT,AI/Machine Learning,Smart City,543,41000000,,2024-12-24,GOOGLE DEVELOPER GROUP
Gelar Health Challenge Palembang,Kesehatan,Teknologi Medis,Awareness Kesehatan Mental,3900,29000000,,2024-10-27,Kementerian Kesehatan RI
Kompetisi Impact Fest Yogyakarta,Sosial & Lingkungan,Pendidikan,Energi Terbarukan,2314,5000000,2024-01-12,2024-03-14,Yayasan Ruangguru
Hackathon Makassar 2025,Tech & IT,Software Development,Aplikasi Layanan Publik,1330,45000000,,2025-09-02,Penyelenggara Independen
TECH CHALLENGE MEDAN 2026,Tech & IT,AI/Machine Learning,Data Privacy,2746,14000000,,2026-08-02,PT Telkom Indonesia
festival preneur olympiad nasional   ,Bisnis & Ekonomi,Fintech,Strategi Pemasaran Gen Z,2090,37000000,,2025-12-10,BCA
National Datathon 2025,Tech & IT,AI/Machine Learning,Blockchain for Good,607,29000000,,2025-06-17,AWS Indonesia
Datathon Bali 2024,Tech & IT,Data Science,Smart City,3071,5000000,2024-02-10,2025-06-17,Google Developer Group
